Well,CRC Lib #,Formation,Sample Type,GR,ILD,Porosity,HCl Reaction,Avg. Depth,Leco TOC (%),S1 ,S2 ,S3,Tmax (°C),HI,OI,S1+S2,PI
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.29,448,178,9,6.14,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,166.05855,8.94549187,8.40823326,1,9216,2.61,1.58,4.43,7.47,0.22,173,7,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
1 FEDERAL,T120,FRNR,core,159.3511765,165.7932779,35.49597371,1,6058,2.08,0.24,6.18,0.37,423,297.1153846,17.78846154,6.42,0.037383178
Schuster Flats 14-27-47-9,T542,MWRY,core,143.397,39.845,7.808,1,10966.5,1.93,1.2,3.68,0.09,446,0.77,191,4.88,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,20,6.8030585,1,11210.5,1.77,1.77,2.6,0.3,452,147,18,4.37,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,143.7671424,32.98631627,9.00199601,1,11118.1,1.3,1.06,1.66,,,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,146.4782,5.2819,8.40823326,1,10517.3,2.61,1.58,4.43,0.23,447,178,9,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1872122,51.40554821,10,1,11161.5,2.89,0.99,5.15,0.25,448,178,9,6.14,0.16
Thunder Creek Fed C-3,S847,MWRY,core,172.9786505,367.3838183,11.57914606,1,8644,0.54,0.07,0.52,0.21,439,97,39,0.59,0.12
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,138.4816753,6.17392564,8.64373883,1,11138.8,1.08,0.92,1.47,0.21,456,44,8,2.37,0.37
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,19.63007884,9.9001996,1,11241,1.13,0.73,1.6,0.31,453,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,140.5279,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.23,447,129,8,2.93,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Thunder Creek Fed C-3,S847,MWRY,core,205.5477953,380.2105963,17.02159091,1,8648,0.11,0.03,0.09,0.2,437,82,182,0.12,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Thunder Creek Federal,S934,MWRY,core,137.5216487,8.57822885,16.95342606,1,8367.5,2.81,2.24,9.88,0.5,438,352,18,12.12,0.18
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,8.40319361,1,11313.7,1.57,1.38,2.3,0.3,452,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,135.6946753,30.06715732,8.29381702,1,11089.9,1.05,0.76,1.15,0.21,456,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,120.1014731,47.81801386,10.5988024,1,11188.1,2.3,2.58,3.59,0.39,450,156,17,6.17,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,6.71692538,1,11154.6,1.51,1.4,2.25,0.23,449,149,34,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.98,2.25,2.82,0.37,449,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,113.135171,51.70649342,9.7005988,1,11170,1.83,2.94,3.2,0.44,450,175,24,6.14,0.48
Thunder Creek Fed C-3,S847,MWRY,core,136.0084579,335.5663135,11.39133455,1,8637.5,1.46,2.43,4.58,0.32,433,314,22,7.01,0.35
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,MWRY,core,142.2968296,32.98631627,9.00199601,1,11111,1.3,1.06,1.66,0.28,452,128,22,2.72,0.39
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,7.60479042,1,11154.6,1.55,1.9,2.56,0.23,449,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,132.1149175,38.25781269,7.60479042,1,11263.2,1.55,1.9,2.56,0.44,450,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,135.6946753,30.06715732,8.29381702,1,11089.9,1.05,0.76,1.15,0.21,456,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,154.5778968,22.35217218,6.71692538,1,11270.1,1.51,1.4,2.25,0.37,452,149,25,3.65,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,129.9387518,34.87214709,7.40518962,1,11295.5,1.46,1.29,2.07,0.31,449,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.98,2.25,2.82,0.44,450,136,30,5.07,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.44,450,136,30,3.52,0.47
EDUCATED GUESS 11-1H,S505,MWRY,core,108.2966,7.0376,18.5,1,10528.4,2.3,0.18,7.69,0.17,445,253,14,6.17,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,113.312,6.4192,20.16,1,10557.2,2.29,0.16,7,0.24,444,306,10,7.16,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,136.5606,16.4522,17.8,1,10647.6,2.14,0.29,6.29,0.17,442,294,8,6.58,0.04
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,5.60797429,1,12656,2.94,0.88,2.12,0.25,455,72,5,3,0.29
EDUCATED GUESS 11-1H,S505,MWRY,core,146.2793,9.8063,19.19,1,10705.5,2.43,0.16,9.24,0.27,443,320,11,9.4,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,201.954,7.3432,20.64,1,10721.5,0.84,0.09,2.02,0.26,442,241,31,2.11,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,146.3353,16.4522,17.8,1,10643.1,2.14,0.29,6.29,0.23,441,294,8,6.58,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,136.5606,16.4522,17.8,1,10647.6,2.14,0.29,6.29,0.17,442,294,8,6.58,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,20.82,1,10695.5,1.86,0.21,4.84,0.22,445,260,12,5.05,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.65,1,10638.8,2.12,0.24,9.04,0.17,442,348,8,9.28,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,20.82,1,10695.5,1.86,0.21,4.84,0.22,445,260,12,5.05,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,130.7094,15.2337,18.06,1,10648.7,2.29,0.22,7.02,0.18,441,307,8,7.24,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,141.5187,17.9478,19.65,1,10641.8,2.12,0.24,9.04,0.14,438,426,9,9.28,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,13.03090728,1,12674,2.46,0.7,1.11,0.25,455,45,10,1.81,0.39
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.18,443,256,10,4.86,0.05
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,10.11964108,1,12674,2.39,1.11,1.56,0.25,455,65,10,2.68,0.42
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.19,442,413,6,14.92,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,142.7554,5.1952,6.802,1,10128.5,1.15,0.93,1.46,0.08,440,52,7,2.39,0.15
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,10.11964108,1,12674,2.39,1.12,1.57,0.17,459,65,10,2.68,0.42
EDUCATED GUESS 11-1H,S505,MWRY,core,150.7421,13.2941,18.69,1,10619.5,2.63,0.18,9.93,0.31,442,378,12,10.11,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,2.47,0.18,10.53,0.26,443,426,11,10.71,0.02
Schuster Flats 14-27-47-9,T542,MWRY,core,143.397,39.845,7.808,1,10966.5,1.93,1.2,3.16,0.09,446,0.77,191,4.68,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,32.98631627,9.00199601,1,11126,1.3,1.06,1.66,,,128,22,2.72,0.39
4 ROPP,B200,MWRY,core,164.7944614,188.7705521,,1,8061,0.922,0.13,1.96,0.08,442,212.5813449,8.676789588,2.09,0.062200957
Thunder Creek Federal,S934,MWRY,core,149.2740586,17.62877594,11.59812848,1,8371.5,2.22,1.33,5.3,0.28,438,239,13,6.63,0.2
Buffalo Gap Federal 35-1,T120,MWRY,core,111.53712,26.45286186,8.40319361,1,9926.5,1.57,1.38,2.3,0.64,450,146,11,3.68,0.38
Thunder Creek Fed C-3,S847,MWRY,core,135.8222363,321.2734651,11.57182697,1,8638,2.53,0.7,5.45,0.29,437,215,11,6.15,0.11
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Thunder Creek Fed C-3,S847,MWRY,core,180.2958861,342.0071598,14.66529394,1,8645,0.45,0.07,0.37,0.22,442,82,27,0.44,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,107.1571454,59.15310785,10.59880245,1,9894.8,2.3,2.58,3.59,0.29,441,70,41,6.17,0.3
Thunder Creek Fed C-3,S847,MWRY,core,138.9803993,34.87249122,11.57287697,1,11154.6,2.53,0.7,5.45,0.23,449,215,11,6.15,0.11
Buffalo Gap Federal 35-1,T120,MWRY,core,137.500998,352.0353394,10.80272061,1,8637,1.61,1.31,9.18,0.29,440,301,9,5.15,0.12
Buffalo Gap Federal 35-1,T120,MWRY,core,206.8546852,14.6704558,8.40823326,1,11320,2.61,1.58,4.43,0.22,446,170,8,6.01,0.26
Buffalo Gap Federal 35-1,T120,FRNR,core,120.9927562,17.89535249,6.40602113,1,11029.7,1.9,0.48,2.45,0.16,451,129,8,2.93,0.16
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.1,452,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,137.5216487,8.57822885,7.80439122,1,8367.5,1.17,1.38,1.48,0.14,438,126,30,2.86,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,130.1952544,23.63004797,8.7996089,1,11074.7,1.68,0.66,2.49,0.11,452,148,7,3.15,0.21
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,135.6946753,30.06715732,8.29381702,1,11089.9,1.05,0.76,1.15,0.21,456,110,20,1.91,0.4
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,182.0997641,18.57106614,8.60279441,1,11085,1.28,0.9,1.47,0.25,455,115,20,2.37,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,7.60479042,1,11154.6,1.55,1.9,2.56,0.23,449,165,30,4.46,0.43
Buffalo Gap Federal 35-1,T120,MWRY,core,126.3986413,68.21043078,9.9001996,1,11179,1.67,1.03,2.76,0.19,452,165,11,3.79,0.27
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.80439122,1,11241,1.17,1.38,1.48,0.31,453,126,26,2.86,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,6.40718563,1,11235.4,1.63,1.98,2.38,0.41,451,146,25,4.36,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,157.8852008,43.55702053,8.30532782,1,11223.3,1.38,1.64,1.88,0.47,451,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,150.5307165,18.23007884,7.80439122,1,11241,1.17,1.38,1.48,0.31,453,126,26,2.86,0.48
Buffalo Gap Federal 35-1,T120,MWRY,core,142.6134917,44.09833258,7.70459082,1,11225.15,2.61,2.29,5.48,0.15,448,210,5,7.77,0.29
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.98,2.25,2.82,0.37,449,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
SS 11-1H,S505,MWRY,core,117.4576,9.0619,20.76,1,10690.7,2.2,0.21,6.66,0.18,443,303,8,6.87,0.03
Buffalo Gap Federal 35-1,T120,MWRY,core,125.7690897,43.55702053,9.00199601,1,11157.5,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,151.3815751,32.3806475,7.8059612,1,11330.35,0.66,,,0.58,452,,,0,
JAVA STATE 16-10,T482,MWRY,core,192.8937,7.0581,9.87,1,10218.5,2.74,2.85,14.31,0.18,438,522,7,17.16,0.17
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,8.444666,1,12620.5,2.25,1.02,1.8,0.14,460,80,9,2.82,0.36
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,267.6663,3.687,18.61,1,10614.7,1.48,0.11,5.22,0.3,440,353,20,5.33,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,9.3217,12.72,1,10582.6,1.33,0.09,3.41,0.15,444,256,17,3.5,0.03
6 MILLS,A558,MWRY,core,200.653994,9.72522567,8.346652121,1,9427,2.99,2.55,5.23,0.29,445,175,10,7.78,0.33
EDUCATED GUESS 11-1H,S505,MWRY,core,136.5606,16.4522,17.62,1,10647.6,2.1,0.25,6.31,0.17,442,300,8,6.56,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,124.6601,16.4368,17.62,1,10646.5,2.1,0.25,6.21,0.16,442,300,8,6.56,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,142.4117,10.9485,17.16,1,10571.4,1.52,0.1,4.96,0.3,445,315,20,4.86,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,2.83,0.17,10.3,0.31,440,401,7,10.6,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,129.6184,21.6216,19.19,1,10607.8,2.49,0.19,7.98,0.3,444,380,12,8.17,0.02
BCATED GUESS 11-1H,S505,MWRY,core,130.1142,23.2934,20.46,1,10604.4,3.59,0.18,16.59,0.28,443,462,8,16.77,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,172.2626,12.5444,18.33,1,10669.4,2.12,0.2,6.17,0.26,443,291,12,6.37,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,150.9407,19.0939,19.64,1,10638.8,2.16,0.25,7.52,0.17,442,348,8,7.77,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,120.0979,14.0496,18.03,1,10618.5,2.62,0.21,11.65,0.2,443,445,8,11.86,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,158.4774,11.4337,18.88,1,10654.8,1.81,0.22,4.64,0.18,443,256,10,4.86,0.05
EDUCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,4.45,0.17,17.86,0.31,440,401,7,18.03,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,130.1142,23.2934,20.46,1,10604.4,3.59,0.18,16.59,0.28,443,462,8,16.77,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.57,0.18,14.74,0.23,441,413,6,14.92,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,147.3701,17.4556,19.18,1,10620.6,3.57,0.18,14.74,0.42,442,413,6,14.92,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.43,1,10628.6,3.07,0.16,10.39,0.27,441,338,9,10.55,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,2.47,0.18,10.53,0.26,443,426,11,10.71,0.02
Buffalo Gap Federal 35-1,T120,MWRY,core,175.932,10.0063,18.57,1,10644.7,2.85,0.27,5.15,0.18,440,338,7,6.14,0.03
Thunder Creek Fed C-3,S847,MWRY,core,135.8768354,311.5157949,11.45697212,1,8638.5,0.5,0.1,0.47,0.15,441,95,30,0.57,0.18
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Thunder Creek Fed C-3,S847,MWRY,core,205.5477953,380.2105963,17.02159091,1,8648,0.11,0.03,0.09,0.2,437,82,182,0.12,0.25
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,9.9001996,1,11183.9,1.13,0.73,1.6,0.1,451,142,9,2.33,0.31
Buffalo Gap Federal 35-1,T120,MWRY,core,156.4822063,25.44824061,8.40319361,1,11313.7,1.57,1.38,2.3,0.3,452,146,19,3.68,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,150.9204687,28.97315504,7.10578842,1,11235.4,1.5,1.84,2.26,0.41,451,151,27,4.1,0.45
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,9.500998,1,11199,1.77,1.67,1.98,0.38,449,112,19,3.65,0.46
Buffalo Gap Federal 35-1,T120,MWRY,core,154.3344544,26.35167182,8.40319361,1,11336,1.84,1.6,2.21,0.28,450,120,15,3.81,0.42
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.57,1.38,2.3,0.37,449,142,19,3.68,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,154.330387,21.94175919,7.40518962,1,11281.5,1.46,1.29,2.07,0.57,451,142,21,3.36,0.38
Buffalo Gap Federal 35-1,T120,MWRY,core,138.9803993,38.25781269,9.4011976,1,11154.6,0.68,0.58,1.01,0.23,449,149,34,1.59,0.36
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,8.10379242,1,11183.9,1.98,2.25,2.82,0.1,451,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,161.0574078,30.06715732,7.4896688,1,11199,2.28,2.38,3.45,0.38,449,151,17,5.83,0.41
Buffalo Gap Federal 35-1,T120,MWRY,core,199.1262023,19.63277575,8.10379242,1,11183.9,1.98,2.25,2.82,0.1,451,142,19,5.07,0.44
Bhffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,6.30532782,1,11255.5,1.63,1.98,2.38,0.44,450,136,30,4.36,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.43,450,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,144.0282205,43.55702053,8.30532782,1,11255.5,1.38,1.64,1.88,0.44,450,136,30,3.52,0.47
Buffalo Gap Federal 35-1,T120,MWRY,core,201.7631892,19.63277575,8.10379242,1,11348.1,1.98,2.25,2.82,0.37,449,142,19,5.07,0.44
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,129.8777456,51.51238652,9.4011976,1,11161,0.38,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,151.3815751,32.3806475,7.7059612,1,11330.35,0.15,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,138.7667218,40.44501546,9.0019966,1,11126,0.38,,,,,,,0,
JAVA STATE 16-1,T482,MWRY,core,146.2057,3.9927,6.1,1,10118.5,1.29,0.48,3.35,0.07,439,260,5,3.83,0.13
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,8.444666,1,12656,2.25,1.02,1.8,0.2,456,80,9,2.82,0.36
TRC 1,D636,MWRY,core,141.5701017,26.45286186,25.60581566,1,9880.5,2.9,1.87,4.8,0.35,445,166,12,6.67,0.28
TRC 1,D636,MWRY,core,129.4035716,79.96105317,21.57636677,1,9420,3.35,1.97,6.02,0.24,448,180,2,7.99,0.25
TRC 1,D636,MWRY,core,142.8218055,62.12401302,24.87315626,1,9892,3.02,1.79,4.81,0.39,444,163,13,6.7,0.27
DILT 14-26,T322,MWRY,core,31.99191347,4.42934366,8.444666,1,12656,2.25,1.02,1.8,0.25,455,80,9,2.82,0.36
BWATED GUESS 11-1H,S505,MWRY,core,172.2626,12.5444,18.33,1,10669.4,2.12,0.2,6.17,0.26,443,291,12,6.37,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,9.5792,20.04,1,10687.8,2.5,0.29,7.49,0.21,445,300,8,7.78,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,122.5773,4.0824,20.7,1,10728.4,1.35,0.15,1.76,0.24,446,130,18,1.91,0.08
Thunder Creek Fed C-3,S847,MWRY,core,111.211,7.2588,15.57,1,10501.2,0.65,0.11,1.2,0.21,444,179,31,1.31,0.08
EDUCATED GUESS 11-1H,S505,MWRY,core,108.2966,7.0376,16.5,1,10528.4,1.22,0.12,3.09,0.17,445,253,14,3.21,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,156.480199,20,15.37,1,11210.5,0.36,0.08,0.52,0.31,451,144,18,0.6,0.13
EDUCATED GUESS 11-1H,S505,MWRY,core,108.2966,7.0376,16.5,1,10528.4,2.22,0.12,3.09,0.17,445,253,14,3.21,0.04
EDUCATED GUESS 11-1H,S505,MWRY,core,146.4782,9.3217,12.72,1,10517.3,1.33,0.09,3.41,0.23,447,256,17,3.5,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,162.8413,17.1207,19.06,1,10640.4,2.58,0.3,10.3,0.19,442,399,7,10.6,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,113.0567,7.5325,16.15,1,10695.5,2.13,0.15,5.54,0.22,445,260,12,5.69,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,130.7094,15.2337,18.06,1,10648.7,2.29,0.22,7.02,0.18,441,307,8,7.24,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,119.3044,13.1109,17.82,1,10617.8,2.2,0.16,6.52,0.21,445,380,12,6.87,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,157.6835,12.0433,19.21,1,10635.6,2.47,0.18,9.14,0.22,441,370,9,9.32,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,141.3209,4.5524,21.73,1,10725.5,1.42,0.17,2.24,0.27,446,158,19,2.41,0.07
EDUCATED GUESS 11-1H,S505,MWRY,core,160.2628,18.6295,19.45,1,10639.2,2.73,0.3,10.6,0.26,441,388,10,10.9,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,102.8419,5.2902,20.45,1,10486.7,1.92,0.16,6.25,0.21,444,326,11,6.41,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,12.9171,18.62,1,10652.6,2.29,0.22,7.14,0.22,441,312,10,7.36,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,108.396,10.8237,17.34,1,10582.6,2.56,0.15,10.21,0.15,444,399,6,10.36,0.01
EDUCATED GUESS 11-1H,S505,MWRY,core,156.984,15.5351,19.78,1,10626.8,4.45,0.17,17.86,0.21,440,401,7,18.03,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
Buffalo Gap Federal 35-1,T120,MWRY,core,230.4845228,11.47047238,9.500998,1,11145.1,0.55,,,,,,,0,
EDUCATED GUESS 11-1H,S505,MWRY,core,120.0979,14.0496,18.03,1,10618.5,2.62,0.21,12.69,0.2,443,445,8,11.86,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,136.4612,12.9171,18.62,1,10652.6,2.29,0.22,7.14,0.22,441,312,10,7.36,0.03
EDUCATED GUESS 11-1H,S505,MWRY,core,153.5188,14.1312,20.43,1,10628.6,3.07,0.16,10.39,0.27,441,338,9,10.55,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,211.7336,4.9132,20.06,1,10597.6,2.47,0.18,10.53,0.26,443,426,11,10.71,0.02
EDUCATED GUESS 11-1H,S505,MWRY,core,143.8251,17.4556,19.18,1,10624.7,3.79,0.18,18.21,0.23,441,413,6,10.35,0.01
Buffalo Gap Federal 35-1,T120,MWRY,core,143.7671424,32.3806475,7.7059612,1,11118.1,0.15,,,,,,,0,
